test_seed,selected_uav,resource_level,reward,success_rate,mean_latency_ms,mean_energy_mJ
950000,uav_U1,0.75,-304.09950728250817,0.37,1994.3386444416146,19579.00080077326
950001,uav_U1,0.75,-334.258845381683,0.32,2090.7170947049667,18393.245158401845
950002,uav_U1,0.75,-237.40210157429507,0.46,1753.2740158210363,16097.885670030904
950003,uav_U1,0.75,-268.1510966348516,0.44,2192.108573138023,19297.520513911415
950004,uav_U1,0.75,-282.5899032950148,0.41,2312.4166724722286,24338.029144488286
950005,uav_U1,0.75,-307.04990180695637,0.41,2365.068158384164,26476.21332224246
950006,uav_U1,0.75,-291.570728811859,0.41,2437.5700006356624,27283.719299575514
950007,uav_U1,0.75,-203.78087942410068,0.51,1792.4753880034891,17926.728472172857
950008,uav_U1,0.75,-312.19786558732284,0.37,2539.2571712735826,26329.527072869576
950009,uav_U1,0.75,-243.6024878636065,0.48,2236.910292719672,23630.21240497406
950010,uav_U1,0.75,-245.9997346145592,0.48,1979.9114024736034,20574.99436528613
950011,uav_U1,0.75,-258.66364151112776,0.44,2131.663653118198,24250.318518696076
950012,uav_U1,0.75,-301.3585663635002,0.39,2258.85677181811,22342.3529875722
950013,uav_U1,0.75,-280.3694729927935,0.4,2083.01771217562,20264.392407609175
950014,uav_U1,0.75,-189.9275896630965,0.57,2034.6251362869746,20188.415682068913
950015,uav_U1,0.75,-284.5164352840831,0.43,2217.0358221580555,23639.594569428547
950016,uav_U1,0.75,-323.0703053925196,0.33,2083.361409090203,18356.382601127607
950017,uav_U1,0.75,-328.3832474585846,0.33,2620.7343620901393,25988.182162688714
950018,uav_U1,0.75,-276.6178068607438,0.4,1888.9667565031716,17898.905669157968
950019,uav_U1,0.75,-278.1700594048853,0.44,2293.578310984323,24357.572289032207
950020,uav_U1,0.75,-241.5197834353525,0.45,1724.0489551259066,17111.004181714714
950021,uav_U1,0.75,-246.8245047586881,0.46,1941.666482172368,18596.793267513982
950022,uav_U1,0.75,-276.8884670935776,0.39,1990.4352452786366,17481.462780713508
950023,uav_U1,0.75,-287.751599204976,0.37,2665.405721832818,28091.41074406818
950024,uav_U1,0.75,-255.89719338324662,0.45,2083.713384405403,19336.473468352386
950025,uav_U1,0.75,-310.80164692764805,0.37,2293.5539211329206,24205.45400432169
950026,uav_U1,0.75,-320.27042019457923,0.38,2451.4022046461637,26541.46586677289
950027,uav_U1,0.75,-329.1068290453654,0.33,2147.8249939714956,19152.02824459725
950028,uav_U1,0.75,-329.5629786127599,0.32,2458.816843621151,25135.493616151758
950029,uav_U1,0.75,-330.96919279567925,0.37,2272.814207324757,23254.174469983023
950000,uav_U2,0.75,-353.61011390443116,0.29,2259.89447232778,25181.125346619814
950001,uav_U2,0.75,-358.2319382945827,0.3,2339.8650891122975,23649.25099892651
950002,uav_U2,0.75,-268.0359953741989,0.42,1971.4312961135718,20700.148165799234
950003,uav_U2,0.75,-295.50455634906376,0.4,2453.527072485116,24812.395211592353
950004,uav_U2,0.75,-303.2348936760076,0.4,2642.789710832872,31307.403380942982
950005,uav_U2,0.75,-340.03154843397573,0.36,2724.6885255248117,34062.54728394582
950006,uav_U2,0.75,-306.6382330908406,0.41,2808.1459117103404,35101.149407953155
950007,uav_U2,0.75,-229.96144317679614,0.48,2035.680488387007,23057.316671294222
950008,uav_U2,0.75,-329.2425483275338,0.36,2896.6585957412644,33869.040050716016
950009,uav_U2,0.75,-270.3830308551955,0.45,2557.7096559531537,30397.59720182828
950010,uav_U2,0.75,-276.55411992749805,0.44,2259.138517079421,26465.429278032632
950011,uav_U2,0.75,-295.1573851387635,0.39,2461.0692757940888,31199.218134734823
950012,uav_U2,0.75,-335.8826946273414,0.34,2561.890046884724,28735.068493783456
950013,uav_U2,0.75,-322.00332088586157,0.34,2357.8409909874654,26062.02767761243
950014,uav_U2,0.75,-230.1001043135368,0.5,2308.4971669635,25965.926284938338
950015,uav_U2,0.75,-319.3372121487914,0.38,2537.9572180388527,30409.59143331503
950016,uav_U2,0.75,-347.44377567310033,0.31,2332.0109902736954,23601.857415396353
950017,uav_U2,0.75,-348.2756878939957,0.32,2973.2876260585986,33425.4992809205
950018,uav_U2,0.75,-290.4556144708788,0.4,2131.673824112209,23019.00710125879
950019,uav_U2,0.75,-310.01441400872136,0.4,2624.2543580582264,31333.332982968757
950020,uav_U2,0.75,-281.6765397616136,0.39,1956.1633206836937,22007.61873540239
950021,uav_U2,0.75,-261.77082841798546,0.46,2193.8238862556236,23916.241799068284
950022,uav_U2,0.75,-298.55955709151783,0.37,2227.2476699815015,22477.279953598616
950023,uav_U2,0.75,-308.32776848985674,0.36,3046.7530835019875,36135.98623813181
950024,uav_U2,0.75,-283.84355208065284,0.41,2345.8342863370776,24866.158426269023
950025,uav_U2,0.75,-348.7984115122294,0.31,2622.1558246762684,31137.47462637082
950026,uav_U2,0.75,-352.9989228899747,0.33,2811.775073028777,34143.69793428342
950027,uav_U2,0.75,-353.1685210676576,0.31,2407.289149888814,24625.624245321233
950028,uav_U2,0.75,-356.8339394894633,0.29,2799.9215502725124,32331.28700854495
950029,uav_U2,0.75,-365.8969196220306,0.32,2588.3865720962885,29911.33617696677
950000,uav_U3,0.75,-295.82531836240946,0.38,1931.2920040109557,18246.138674044145
950001,uav_U3,0.75,-318.38143886635453,0.35,2031.5703759470669,17142.732313276578
950002,uav_U3,0.75,-225.79525704397753,0.48,1701.4927067103508,15002.913071878369
950003,uav_U3,0.75,-265.0916617499184,0.44,2130.051630111078,17985.41767811709
950004,uav_U3,0.75,-278.47665313675833,0.41,2233.951334731829,22679.86659267773
950005,uav_U3,0.75,-299.7856722823515,0.42,2279.6499962645275,24671.262031358467
950006,uav_U3,0.75,-283.6623682329221,0.42,2349.545902617731,25423.784934364343
950007,uav_U3,0.75,-195.96064052281758,0.52,1734.7280883377234,16706.05368238323
950008,uav_U3,0.75,-304.9456836086703,0.38,2454.363235752389,24535.714689385495
950009,uav_U3,0.75,-239.45424695399365,0.48,2160.7118569205545,22020.10628661921
950010,uav_U3,0.75,-242.4560746109198,0.48,1913.5954244522218,19173.534742856355
950011,uav_U3,0.75,-242.645651075746,0.47,2053.4118992949084,22597.025590628713
950012,uav_U3,0.75,-293.365479739013,0.4,2186.9058031982395,20821.39240453515
950013,uav_U3,0.75,-267.95191732351606,0.42,2017.772316876837,18885.01442854271
950014,uav_U3,0.75,-186.89766826971714,0.57,1969.5916429253398,18813.824197288144
950015,uav_U3,0.75,-280.7308611218763,0.43,2140.817604959323,22028.868487007934
950016,uav_U3,0.75,-307.03872095298146,0.36,2024.3289815868948,17108.37473485193
950017,uav_U3,0.75,-324.3856625450449,0.33,2537.010974999484,24218.686919810156
950018,uav_U3,0.75,-269.0511595409707,0.41,1831.3424756998388,16680.726374366048
950019,uav_U3,0.75,-269.56793040872185,0.45,2215.039611824085,22697.889690631175
950020,uav_U3,0.75,-233.52529444686638,0.46,1668.9334912826992,15945.996714858124
950021,uav_U3,0.75,-243.04813389223156,0.46,1881.7947467099405,17331.18501157028
950022,uav_U3,0.75,-269.493834228748,0.4,1934.22703392643,16292.855242841177
950023,uav_U3,0.75,-275.5561503376565,0.39,2574.8030436287004,26177.431184619345
950024,uav_U3,0.75,-252.69670738357055,0.45,2021.487851054635,18020.84672215937
950025,uav_U3,0.75,-303.42981085190723,0.38,2215.5114877286414,22556.17864317618
950026,uav_U3,0.75,-313.0666683401734,0.39,2365.81110248268,24732.732883777713
950027,uav_U3,0.75,-313.14908495282214,0.36,2086.2198316114186,17849.745070732508
950028,uav_U3,0.75,-321.6521097708105,0.33,2377.8098504222908,23423.461428991654
950029,uav_U3,0.75,-327.1598446449517,0.37,2197.86766229378,21670.294263108473
950000,uav_U4,0.75,-396.9359845318438,0.27,2874.503409355157,38144.312782500805
950001,uav_U4,0.75,-425.9701932259953,0.21,2916.5032830928562,35811.52808721909
950002,uav_U4,0.75,-309.88318034310976,0.39,2476.3506915713547,31349.679140284257
950003,uav_U4,0.75,-361.15608571158623,0.3,3058.5670415889927,37573.68915275806
950004,uav_U4,0.75,-367.19098412242124,0.32,3407.3865379515205,47434.372312200685
950005,uav_U4,0.75,-393.6945582627874,0.29,3556.9680531128524,51617.14580704996
950006,uav_U4,0.75,-362.28649105419396,0.34,3665.776860194337,53190.498672741094
950007,uav_U4,0.75,-298.1586367595958,0.38,2598.5541435684054,34929.37897158081
950008,uav_U4,0.75,-367.85178012349286,0.33,3723.800268977118,51315.295204715134
950009,uav_U4,0.75,-340.7165226098018,0.35,3300.143617792772,46057.166275042255
950010,uav_U4,0.75,-324.27185322177377,0.39,2905.367794223543,40095.75810992325
950011,uav_U4,0.75,-343.9459534504907,0.35,3223.4128832874408,47278.80775086017
950012,uav_U4,0.75,-393.7500964859758,0.27,3263.231827463915,43527.664888955
950013,uav_U4,0.75,-376.9323661477844,0.28,2993.900039153176,39477.622631082355
950014,uav_U4,0.75,-294.62455716678824,0.4,2942.342317926621,39334.95182341784
950015,uav_U4,0.75,-367.792916083853,0.33,3280.6817296001495,46075.20609488063
950016,uav_U4,0.75,-406.8446568632677,0.24,2907.492078536341,35739.76544627484
950017,uav_U4,0.75,-396.01158111741853,0.28,3789.225838049523,50635.27787499459
950018,uav_U4,0.75,-338.6607041876287,0.35,2693.3990392238247,34866.803682773374
950019,uav_U4,0.75,-364.57215615354755,0.33,3389.5512197113253,47475.07952211335
950020,uav_U4,0.75,-338.0609179332136,0.33,2493.3671953167086,33338.2715028606
950021,uav_U4,0.75,-321.6386131932742,0.38,2777.417825541839,36225.322868819305
950022,uav_U4,0.75,-348.18404150300324,0.32,2775.3448337989953,34037.487331085686
950023,uav_U4,0.75,-385.6934502914859,0.25,3929.2949472013324,54750.94243082343
950024,uav_U4,0.75,-346.8670465723912,0.32,2952.498297416659,37661.72275645764
950025,uav_U4,0.75,-402.0894727891846,0.25,3382.655623622501,47178.008141586724
950026,uav_U4,0.75,-402.07638371747134,0.27,3645.8012529121597,51735.085013727265
950027,uav_U4,0.75,-411.847655950309,0.24,3007.795160733774,37291.398994528485
950028,uav_U4,0.75,-407.94425899291497,0.24,3589.3614807280474,48982.18483759448
950029,uav_U4,0.75,-406.32316398728835,0.29,3318.732688910384,45315.85291537157
950000,uav_U5,0.75,-394.78742695924706,0.27,2833.9055176352185,37289.800956329156
950001,uav_U5,0.75,-424.1892006078626,0.21,2878.410754990585,35009.81067448162
950002,uav_U5,0.75,-308.00058827293356,0.39,2442.990687321652,30647.6787661483
950003,uav_U5,0.75,-355.46783166071015,0.31,3018.5965923063754,36732.485353331664
950004,uav_U5,0.75,-365.3320134376189,0.32,3356.900031067647,46371.31127522231
950005,uav_U5,0.75,-380.15496649497805,0.32,3502.0164476948935,50459.97852223137
950006,uav_U5,0.75,-356.61871287986884,0.35,3609.153747144498,51998.08180903846
950007,uav_U5,0.75,-296.4941536661711,0.38,2561.377998600618,34146.7929177665
950008,uav_U5,0.75,-362.18917564246146,0.34,3669.189651828016,50165.27022122471
950009,uav_U5,0.75,-338.87261774402583,0.35,3251.12482681964,45024.91612356207
950010,uav_U5,0.75,-322.69639180179234,0.39,2862.6959197601736,39197.27095785378
950011,uav_U5,0.75,-337.97186333533483,0.36,3173.0852394004464,46218.87094845968
950012,uav_U5,0.75,-383.93470613291197,0.29,3216.908962629118,42552.56170495822
950013,uav_U5,0.75,-375.18639062632354,0.28,2951.8843501315546,38593.288713234826
950014,uav_U5,0.75,-289.2167917356127,0.41,2900.4815509638443,38453.68867079396
950015,uav_U5,0.75,-366.1381578620615,0.33,3231.6380202959763,45042.556492840515
950016,uav_U5,0.75,-401.0809826578761,0.25,2869.4784992328646,34939.65475763592
950017,uav_U5,0.75,-394.10478270544917,0.28,3735.3430973812633,49500.83940369057
950018,uav_U5,0.75,-332.85604872389507,0.36,2656.295776863616,34085.81688912327
950019,uav_U5,0.75,-358.8845067758726,0.34,3339.019358690572,46411.04472822796
950020,uav_U5,0.75,-336.0984039535059,0.33,2457.8874476002457,32591.374193901895
950021,uav_U5,0.75,-319.9178462591691,0.38,2738.8724041705427,35413.92904965496
950022,uav_U5,0.75,-346.3958994450433,0.32,2739.1314282978215,33275.456730434096
950023,uav_U5,0.75,-383.6594311693273,0.25,3871.0396108675645,53523.880034563
950024,uav_U5,0.75,-341.0883474366623,0.33,2912.4217125673454,36818.26005996215
950025,uav_U5,0.75,-400.39004770764456,0.25,3332.438242311035,46120.64479161805
950026,uav_U5,0.75,-388.57523492221884,0.3,3590.7307125827433,50575.49219072207
950027,uav_U5,0.75,-406.1317688095711,0.25,2968.131806940306,36456.49253426031
950028,uav_U5,0.75,-406.0152149285766,0.24,3537.2301092521857,47884.587152603635
950029,uav_U5,0.75,-404.72882764947735,0.29,3270.5055496598948,44300.41442988168
950000,uav_U6,0.75,-494.1452507605232,0.2,4897.198754945126,80806.89837164503
950001,uav_U6,0.75,-515.8492858392101,0.16,4814.235259300095,75838.27220977697
950002,uav_U6,0.75,-420.26316307712216,0.28,4138.053064678753,66397.88980327807
950003,uav_U6,0.75,-470.7279209055219,0.19,5049.769674447963,79571.83169638814
950004,uav_U6,0.75,-486.7688977164268,0.18,5923.700194839687,100509.14278866498
950005,uav_U6,0.75,-512.2964528719825,0.14,6296.028572432905,109390.32644905063
950006,uav_U6,0.75,-477.44779201457055,0.21,6488.27026419873,112723.57441939032
950007,uav_U6,0.75,-432.2280469863039,0.2,4450.988134029701,74001.00993974117
950008,uav_U6,0.75,-478.9344900559145,0.21,6445.952301130346,108731.91177153875
950009,uav_U6,0.75,-443.01611337454807,0.23,5743.519444767239,97593.69742939247
950010,uav_U6,0.75,-434.53252257930944,0.25,5032.129644685374,84953.9442174083
950011,uav_U6,0.75,-456.74320766519804,0.23,5732.313228381731,100197.65043572198
950012,uav_U6,0.75,-513.5416316757222,0.14,5571.36827556171,92210.93924481455
950013,uav_U6,0.75,-477.33340920729916,0.19,5087.188114308358,83629.10700853054
950014,uav_U6,0.75,-446.0758227597319,0.18,5028.346211442426,83333.17381942694
950015,uav_U6,0.75,-475.30978218942795,0.19,5725.0125660545655,97631.63342794281
950016,uav_U6,0.75,-499.0821584659143,0.18,4801.416513592765,75686.30969231471
950017,uav_U6,0.75,-504.5433021518246,0.17,6474.504418201711,107273.63632054815
950018,uav_U6,0.75,-488.35235673983163,0.15,4542.052858180249,73858.57473135521
950019,uav_U6,0.75,-472.7549541240283,0.19,5908.168895448683,100598.48401984647
950020,uav_U6,0.75,-485.5301602726354,0.14,4261.32137806253,70628.09295479862
950021,uav_U6,0.75,-435.06129290809537,0.25,4698.042729546636,76735.2073662311
950022,uav_U6,0.75,-481.488556254245,0.16,4579.146188186023,72082.78573358018
950023,uav_U6,0.75,-498.4127038417695,0.16,6833.773650255647,116013.82074422034
950024,uav_U6,0.75,-459.75771764465907,0.21,4949.04593675144,79772.6511268225
950025,uav_U6,0.75,-513.4310638921752,0.15,5885.4855308448205,99968.31475974053
950026,uav_U6,0.75,-514.3411539046663,0.14,6390.60930946207,109629.33877853017
950027,uav_U6,0.75,-501.709893577266,0.18,4984.078000114871,78975.18263863491
950028,uav_U6,0.75,-518.4259673766173,0.14,6187.4336843950905,103781.23502690188
950029,uav_U6,0.75,-499.80331866903356,0.2,5722.325652639609,96012.99215907934
950000,uav_U7,0.75,-394.7889458445187,0.27,2833.9300844869495,37289.80374763331
950001,uav_U7,0.75,-424.1905356022561,0.21,2878.4346160208374,35009.81337167451
950002,uav_U7,0.75,-308.00205771633836,0.39,2443.013094165967,30647.68133493832
950003,uav_U7,0.75,-355.46927367499705,0.31,3018.6221264644328,36732.48823448891
950004,uav_U7,0.75,-365.3331972671364,0.32,3356.9251143331676,46371.31415921673
950005,uav_U7,0.75,-380.1562078967126,0.32,3502.0425845303853,50459.981501523376
950006,uav_U7,0.75,-356.6199062470601,0.35,3609.1800012844255,51998.08481506671
950007,uav_U7,0.75,-296.4953482438664,0.38,2561.3992213824995,34146.79529580172
950008,uav_U7,0.75,-362.19050515747546,0.34,3669.2151148895205,50165.27303561803
950009,uav_U7,0.75,-338.87399342431326,0.35,3251.1479314984545,45024.918714184576
950010,uav_U7,0.75,-322.69756183961846,0.39,2862.717470716228,39197.27344746398
950011,uav_U7,0.75,-337.9731731836126,0.36,3173.1073120489364,46218.87351098112
950012,uav_U7,0.75,-383.9363146698869,0.29,3216.9357873989884,42552.56481792063
950013,uav_U7,0.75,-375.18781593932636,0.28,2951.9100405270588,38593.29164217556
950014,uav_U7,0.75,-289.2178948246277,0.41,2900.5046236363687,38453.69130234343
950015,uav_U7,0.75,-366.13932476564275,0.33,3231.662804436694,45042.559357218444
950016,uav_U7,0.75,-401.08221978150726,0.25,2869.5015810673085,34939.657345821885
950017,uav_U7,0.75,-394.1061073344733,0.28,3735.3716563057574,49500.84264211779
950018,uav_U7,0.75,-332.85740297029906,0.36,2656.3178209722664,34085.81934808861
950019,uav_U7,0.75,-358.88568773741105,0.34,3339.0442117180496,46411.047510981785
950020,uav_U7,0.75,-336.09987146376216,0.33,2457.9074159249435,32591.37647692116
950021,uav_U7,0.75,-319.91909038007725,0.38,2738.894630361877,35413.93158369533
950022,uav_U7,0.75,-346.3974183103085,0.32,2739.155939937004,33275.459480081015
950023,uav_U7,0.75,-383.6607732847885,0.25,3871.0629975861443,53523.8826863343
950024,uav_U7,0.75,-341.0897919069818,0.33,2912.4469795176183,36818.26290476041
950025,uav_U7,0.75,-400.39151926315867,0.25,3332.4635995757826,46120.64765476617
950026,uav_U7,0.75,-388.5765214749497,0.3,3590.757956181175,50575.495322853836
950027,uav_U7,0.75,-406.1329443941579,0.25,2968.1549445757996,36456.495140754225
950028,uav_U7,0.75,-406.0167181076956,0.24,3537.2573091120994,47884.59018541669
950029,uav_U7,0.75,-404.7300479875519,0.29,3270.5301543946753,44300.4172455277
950000,uav_U8,0.75,-483.3645191728667,0.21,4636.11243025966,75305.41942882672
950001,uav_U8,0.75,-504.45523338342633,0.17,4569.2705959141,70676.69277118646
950002,uav_U8,0.75,-410.19657853480237,0.29,3923.540093376466,61878.306375515385
950003,uav_U8,0.75,-463.91795922880993,0.19,4792.734392691853,74156.03346029275
950004,uav_U8,0.75,-476.7555586324973,0.19,5598.955169611632,93664.98489349196
950005,uav_U8,0.75,-494.2898601530883,0.17,5942.548849863108,101940.29550453796
950006,uav_U8,0.75,-471.4511674508402,0.21,6124.030441279857,105046.60020262116
950007,uav_U8,0.75,-421.4367596711357,0.21,4211.892099975212,68962.5981033896
950008,uav_U8,0.75,-465.2607895953923,0.23,6094.659953108844,101327.8623892842
950009,uav_U8,0.75,-433.9012437272475,0.24,5428.200442332984,90947.90248674205
950010,uav_U8,0.75,-421.1186533503092,0.27,4757.654927728014,79169.34007305038
950011,uav_U8,0.75,-446.85757536433545,0.24,5408.555364953785,93373.60316100382
950012,uav_U8,0.75,-506.8052594857631,0.14,5273.4501906749965,85933.07368431313
950013,uav_U8,0.75,-470.2146920748367,0.19,4816.987033551305,77935.62931552767
950014,uav_U8,0.75,-435.1165735912756,0.19,4759.11156962804,77659.46278585437
950015,uav_U8,0.75,-462.3383163793035,0.21,5409.5530100070955,90983.26998526035
950016,uav_U8,0.75,-487.869731669029,0.19,4556.950916495117,70535.07336338474
950017,uav_U8,0.75,-494.24321429867825,0.18,6127.934917027837,99969.94092864351
950018,uav_U8,0.75,-474.05961545924447,0.17,4303.435776314897,68830.46019820415
950019,uav_U8,0.75,-463.6376858748469,0.2,5583.129146811332,93748.05569174301
950020,uav_U8,0.75,-469.7951686862996,0.16,4033.132231018159,65819.4510178965
950021,uav_U8,0.75,-425.33235096160695,0.26,4450.142904606401,71511.32742562988
950022,uav_U8,0.75,-462.3299966228906,0.19,4346.287378157871,67176.71826773089
950023,uav_U8,0.75,-486.81348348940764,0.17,6458.991324785886,108113.7877131444
950024,uav_U8,0.75,-452.949500793831,0.21,4691.324171501485,74342.3092453579
950025,uav_U8,0.75,-506.21653917877416,0.15,5562.476430581467,93160.83942594312
950026,uav_U8,0.75,-503.9491524861689,0.15,6036.376958854641,102163.6935600398
950027,uav_U8,0.75,-490.80440084385316,0.19,4728.991496972918,73599.92463635287
950028,uav_U8,0.75,-499.512363201894,0.17,5852.123752227469,96714.7252907223
950029,uav_U8,0.75,-485.9786856255865,0.22,5412.121208957897,89475.43662813937
950000,uav_U9,0.75,-442.31435294128005,0.23,3522.216773213119,51809.65163650915
950001,uav_U9,0.75,-454.8800817220349,0.2,3524.1945248094166,48632.574665756205
950002,uav_U9,0.75,-357.53733579099713,0.34,3008.4494291287656,42576.040167331674
950003,uav_U9,0.75,-410.6256378467454,0.24,3696.1857597129565,51026.197930869654
950004,uav_U9,0.75,-437.32854211255244,0.21,4213.208207365879,64434.86345411737
950005,uav_U9,0.75,-440.496686674895,0.23,4434.130554312802,70122.59575206837
950006,uav_U9,0.75,-422.54995059540977,0.25,4569.6630918702085,72259.6648212239
950007,uav_U9,0.75,-350.43649166934915,0.31,3191.7553375892494,47444.49322239771
950008,uav_U9,0.75,-415.7536605284966,0.27,4595.551741068886,69706.53443592387
950009,uav_U9,0.75,-385.059648752824,0.3,4082.6169853509728,62564.94229841067
950010,uav_U9,0.75,-360.6514474652565,0.35,3586.437209834877,54464.37748067396
950011,uav_U9,0.75,-382.1437930902484,0.32,4026.882186736853,64229.355643657844
950012,uav_U9,0.75,-440.87625073226013,0.22,4002.3588869464356,59121.50324055641
950013,uav_U9,0.75,-410.1221272453548,0.26,3664.2168478894687,53619.87336282179
950014,uav_U9,0.75,-361.0688491667575,0.29,3610.3452241714426,53428.1128925713
950015,uav_U9,0.75,-401.4841186080065,0.3,4063.4486086019806,62589.35309339465
950016,uav_U9,0.75,-440.099813469922,0.22,3513.969465652419,48535.12380605039
950017,uav_U9,0.75,-445.8823012704953,0.22,4649.1434431862635,68777.22817347433
950018,uav_U9,0.75,-397.8354572470809,0.27,3285.3833378189793,47356.33720604798
950019,uav_U9,0.75,-410.54180678459807,0.27,4196.1125937170955,64491.14949585814
950020,uav_U9,0.75,-380.55667016825754,0.29,3059.517705537333,45282.650593981416
950021,uav_U9,0.75,-371.15045311140597,0.32,3392.454019023201,49201.12655231514
950022,uav_U9,0.75,-405.4189179028435,0.24,3352.9441234237856,46223.8516904417
950023,uav_U9,0.75,-430.80817306395915,0.21,4859.46324903903,74374.18857745604
950024,uav_U9,0.75,-401.61251523067637,0.25,3591.831059221049,51150.35851292943
950025,uav_U9,0.75,-444.37257132963833,0.21,4184.156258075335,64087.38210767931
950026,uav_U9,0.75,-444.5534814519288,0.22,4524.796597119101,70279.31506583614
950027,uav_U9,0.75,-444.3424398117302,0.22,3640.6525625694903,50643.2167139325
950028,uav_U9,0.75,-444.1413255896839,0.22,4421.355819734166,66534.98322713943
950029,uav_U9,0.75,-440.0701942784763,0.26,4088.4520416008945,61554.759557278136
950000,uav_U10,0.75,-420.3744007705275,0.25,3191.2136589436927,44824.440991285024
950001,uav_U10,0.75,-442.33750303782637,0.2,3213.646832639098,42078.9349550815
950002,uav_U10,0.75,-336.26729951265924,0.36,2736.5368689894462,36837.544804881225
950003,uav_U10,0.75,-382.1808202009247,0.28,3370.3459739829223,44149.77852550705
950004,uav_U10,0.75,-393.33603722369776,0.29,3801.387694147125,55744.84555289222
950005,uav_U10,0.75,-413.4304593932146,0.27,3985.8468348689207,60663.29841328711
950006,uav_U10,0.75,-398.75529690462884,0.28,4107.719583269236,62512.21651826432
950007,uav_U10,0.75,-318.9034164412634,0.36,2888.6053831545346,41047.2338073229
950008,uav_U10,0.75,-395.8539051404411,0.29,4150.031631755933,60305.61686152273
950009,uav_U10,0.75,-362.08851649270076,0.33,3682.724485818359,54126.78129587458
950010,uav_U10,0.75,-343.25558895794927,0.37,3238.3733669308554,47119.67458534058
950011,uav_U10,0.75,-365.95613444971525,0.33,3616.253796946493,55564.86579837874
950012,uav_U10,0.75,-411.4507638276041,0.26,3624.636182654687,51150.515458838905
950013,uav_U10,0.75,-394.42352995428587,0.27,3321.6635325918523,46390.88332239373
950014,uav_U10,0.75,-329.59993114008205,0.34,3268.9657179490277,46224.214668495835
950015,uav_U10,0.75,-387.77352361773075,0.31,3663.4118336485453,54147.93642032184
950016,uav_U10,0.75,-427.45972136611147,0.22,3204.039580519186,41994.614597351356
950017,uav_U10,0.75,-413.65185539409197,0.27,4209.682984813837,59503.73941537212
950018,uav_U10,0.75,-372.73197877094384,0.3,2982.8582310593024,40972.153998445654
950019,uav_U10,0.75,-384.1264638872268,0.31,3783.9131814196567,55793.16791993224
950020,uav_U10,0.75,-368.0844279916719,0.29,2770.1907688740016,39177.129742126766
950021,uav_U10,0.75,-350.984311877178,0.34,3078.1462528875213,42568.380124151474
950022,uav_U10,0.75,-373.3225876726052,0.29,3057.780564069736,39994.63844081919
950023,uav_U10,0.75,-408.5426375801473,0.23,4384.075480782521,64343.513679214775
950024,uav_U10,0.75,-372.598774990224,0.29,3265.1142012669047,44255.47219611188
950025,uav_U10,0.75,-419.2900505053838,0.24,3774.5454387238515,55443.93989467224
950026,uav_U10,0.75,-417.51052934137977,0.26,4075.579789294863,60800.19528200052
950027,uav_U10,0.75,-432.09081143407144,0.22,3317.2383723505836,43818.26594467771
950028,uav_U10,0.75,-426.46522904228794,0.23,3996.1640526553756,57562.64662015039
950029,uav_U10,0.75,-421.50683252251906,0.28,3695.0840687710106,53254.03549639125
950000,uav_U1,0.9,-260.4146103474152,0.42,1661.9489143946234,28121.579226233516
950001,uav_U1,0.9,-282.07930253520334,0.39,1742.2642917417145,26404.049772760965
950002,uav_U1,0.9,-199.48483552794272,0.5,1461.0617185557815,23113.57199956448
950003,uav_U1,0.9,-224.85362350307588,0.5,1826.7571926742253,27703.144973723396
950004,uav_U1,0.9,-234.3282169778355,0.48,1927.0139447752927,34968.734849701024
950005,uav_U1,0.9,-279.27292975178943,0.43,1970.8901841975626,38050.71649302132
950006,uav_U1,0.9,-247.07777805949118,0.47,2031.3083876743474,39210.64286219923
950007,uav_U1,0.9,-158.38871014811073,0.57,1493.7295295732265,25750.983997255415
950008,uav_U1,0.9,-284.41391882807284,0.39,2116.047698784106,37829.808526747256
950009,uav_U1,0.9,-208.64206980067584,0.51,1864.091959981299,33953.22078648254
950010,uav_U1,0.9,-201.26254634026427,0.54,1649.9262124361207,29559.149263250903
950011,uav_U1,0.9,-201.01529873751704,0.53,1776.3864246566682,34852.49436690127
950012,uav_U1,0.9,-264.8639448493129,0.42,1882.380693047817,32090.439661552195
950013,uav_U1,0.9,-232.5381990832294,0.46,1735.8481394639552,29104.75228604462
950014,uav_U1,0.9,-159.94646745238032,0.6,1695.5209918217793,28999.027588864617
950015,uav_U1,0.9,-236.42566860122807,0.5,1847.5299007412075,33966.54446641993
950016,uav_U1,0.9,-272.51077469402435,0.4,1736.1345535670284,26351.137977704002
950017,uav_U1,0.9,-274.3964985896287,0.41,2183.9453595965774,37329.99109948151
950018,uav_U1,0.9,-227.50869850341203,0.47,1574.1390054530855,25705.69903346598
950019,uav_U1,0.9,-231.95992626150337,0.49,1911.315309786167,34998.47919028101
950020,uav_U1,0.9,-206.45377605851093,0.48,1436.7075006646735,24578.14492928651
950021,uav_U1,0.9,-209.5243219442765,0.5,1618.055444674138,26707.369932362006
950022,uav_U1,0.9,-228.3924257892934,0.46,1658.6960816726373,25095.917931076154
950023,uav_U1,0.9,-233.64554673328365,0.45,2221.1714937016322,40362.39721316895
950024,uav_U1,0.9,-216.30870416528487,0.5,1736.4278663374657,27766.81635691848
950025,uav_U1,0.9,-272.9009399193596,0.41,1911.2949849094598,34779.537701239984
950026,uav_U1,0.9,-284.28999550195687,0.42,2042.835224655122,38138.59712324349
950027,uav_U1,0.9,-278.51273079599684,0.4,1789.8542090578578,27494.911379693902
