training_seed,saved_episode,test_seed,selected_agent,success,reward,latency_ms,energy_mJ,selection_entropy,selection_gap,selected_cpu,selected_bandwidth
42,10,950000,uav_U1,0,-4.397634108732927,3068.3260845787063,62502.5750843241,0.00478731741056032,0.9983148574829102,0.9972080588340759,0.9629659652709961
42,10,950000,uav_U1,0,-3.5119740298108666,1976.206530068347,77226.83054360404,0.010331840650294005,0.9956127405166626,0.9975827932357788,0.9862732887268066
42,10,950000,uav_U1,0,-5.020340392129586,1907.8284397941118,43286.87703236136,0.005019734577137203,0.9982393980026245,0.9960871934890747,0.972230076789856
42,10,950000,uav_U1,1,0.7561326466027558,470.8100422994036,17300.42190005844,0.007516459276461071,0.9970926642417908,0.9979128837585449,0.9845625162124634
42,10,950000,uav_U1,1,0.830808152149239,839.0517303364736,25563.646283512084,0.00910532302438372,0.9961901307106018,0.9974991083145142,0.9850244522094727
42,10,950000,uav_U1,0,-4.472808972889117,3765.9176978497453,111126.15453845484,0.005078492893949803,0.9981746077537537,0.9969980120658875,0.9701335430145264
42,10,950000,uav_U1,1,0.5472454734869654,1664.301806920297,33757.485413302544,0.008587106970931433,0.9965426921844482,0.9975076913833618,0.987098217010498
42,10,950000,uav_U1,0,-4.330010894159871,2900.421119405382,29118.256703100596,0.004338656549520336,0.9984874725341797,0.9971523284912109,0.9631596803665161
42,10,950000,uav_U1,1,0.8156753091156246,1053.0346169705883,23927.137656716666,0.006033654789903459,0.9977695941925049,0.9971681833267212,0.9747055768966675
42,10,950000,uav_U1,0,-7.500092029633288,4071.017967860045,36826.571255516654,0.0035574160032284755,0.9988980889320374,0.99598228931427,0.9606941938400269
42,10,950000,uav_U1,1,1.154370323122373,337.2452125923103,12220.23885288303,0.008393284165249268,0.9967358708381653,0.9975312948226929,0.9837583303451538
42,10,950000,uav_U1,1,0.6762905251551989,650.6580709928747,21220.280195665175,0.008398074687261814,0.9966844916343689,0.9979414343833923,0.9822853803634644
42,10,950000,uav_U1,1,0.9089010164156262,1173.1490344474867,17478.517291639553,0.005248578671149174,0.998115062713623,0.9974607229232788,0.9782586097717285
42,10,950000,uav_U1,0,-3.595747924145673,898.4382085498354,32110.906662829988,0.010407465697809504,0.9955913424491882,0.9976602792739868,0.9855636954307556
42,10,950000,uav_U1,1,1.0456927981217117,653.6154502925662,7909.582974402486,0.006143641033556559,0.997663140296936,0.9978042840957642,0.9826987981796265
42,10,950000,uav_U1,0,-4.34010212350775,1843.6904121023656,28427.924402997443,0.0038707369325172206,0.998751163482666,0.9964038133621216,0.9666091203689575
42,10,950000,uav_U1,1,0.8167440465847662,708.4413873442483,25229.346683741605,0.006980815494836162,0.9973987340927124,0.9980723857879639,0.9832671880722046
42,10,950000,uav_U1,1,0.7291969414391484,793.8323893589514,10144.332329245824,0.010328314496046676,0.9955796599388123,0.9973033666610718,0.9878373146057129
42,10,950000,uav_U1,1,1.1487473246502398,70.58324841471128,827.2845427374741,0.005774056952120478,0.9979830384254456,0.9979195594787598,0.9864212274551392
42,10,950000,uav_U1,1,1.4984179181050836,15.77502529393569,238.50698874282716,0.0076485141170449765,0.9970458745956421,0.9961296319961548,0.9859455823898315
42,10,950000,uav_U1,0,-6.060737621101244,769.0995310027236,21894.922935283754,0.011445493027511905,0.9950779676437378,0.9976769685745239,0.9871646165847778
42,10,950000,uav_U1,0,-7.500004568105736,424.0781485877313,19434.013645986917,0.009722133068618003,0.996123731136322,0.9968990087509155,0.9679014682769775
42,10,950000,uav_U1,1,0.7795599047239992,311.9108395988281,7619.6285055834915,0.007469110604654539,0.9972046613693237,0.9976832866668701,0.9831574559211731
42,10,950000,uav_U1,0,-4.560705766965679,2303.766733409481,83100.47770249497,0.009624319701568209,0.9958446621894836,0.9974031448364258,0.9837932586669922
42,10,950000,uav_U1,1,0.7447495909396875,461.40183483401563,7146.444671136945,0.009650835022494787,0.9959070682525635,0.9973738193511963,0.9852203130722046
42,10,950000,uav_U1,0,-4.142735136605353,1235.2678383451746,25212.596321960445,0.0049595444427018055,0.9982721209526062,0.9973441958427429,0.9771034717559814
42,10,950000,uav_U1,0,-4.35274654171819,3686.7823103182786,37753.874997986626,0.0043639079071499534,0.9985445737838745,0.9969803094863892,0.9672712087631226
